hostname,mx_domain
adm.com,outlook.com
adp.com,pphosted.com
autodesk.com,outlook.com
ameren.com,pphosted.com
aep.com,aep.com
aes.com,outlook.com
aflac.com,pphosted.com
aig.com,pphosted.com
assurant.com,assurant.com
assurant.com,etdbw.com
ajg.com,messagelabs.com
akamai.com,pphosted.com
albemarle.com,outlook.com
aligntech.com,outlook.com
alaskaair.com,outlook.com
allegion.com,pphosted.com
appliedmaterials.com,appliedmaterials.com
amcor.com,outlook.com
amd.com,outlook.com
ametek.com,pphosted.com
amgen.com,outlook.com
americantower.com,pphosted.com
amazon.com,amazon.com
arista.com,google.com
ansys.com,outlook.com
aon.com,outlook.com
aosmith.com,pphosted.com
apacorp.com,pphosted.com
airproducts.com,outlook.com
amphenol.com,outlook.com
aptiv.com,pphosted.com
are.com,mimecast.com
atmosenergy.com,atmosenergy.com
activisionblizzard.com,pphosted.com
avaloncommunities.com,pphosted.com
broadcom.com,smtp.goog
broadcom.com,google.com
averydennison.com,NA.NA
averydennison.com,googlemail.com
averydennison.com,google.com
amwater.com,pphosted.com
americanexpress.com,pphosted.com
autozone.com,mimecast.com
boeing.com,boeing.net
bankofamerica.com,pphosted.com
ball.com,pphosted.com
baxter.com,iphmx.com
bestbuy.com,pphosted.com
bd.com,pphosted.com
franklinresources.com,markmonitor.com
brown-forman.com,googlemail.com
brown-forman.com,google.com
biogen.com,pphosted.com
bio-rad.com,outlook.com
bnymellon.com,pphosted.com
bookingholdings.com,google.com
bookingholdings.com,mxrecord.io
bakerhughes.com,outlook.com
blackrock.com,pphosted.com
bms.com,outlook.com
broadridge.com,pphosted.com
berkshirehathaway.com,outlook.com
bbinsurance.com,mimecast.com
bostonscientific.com,iphmx.com
borgwarner.com,iphmx.com
bxp.com,mimecast.com
citigroup.com,citi.com
cardinalhealth.com,iphmx.com
carrier.com,outlook.com
chubb.com,pphosted.com
cboe.com,cboe.com
crowncastle.com,outlook.com
ceridian.com,pphosted.com
cadence.com,pphosted.com
cdw.com,pphosted.com
celanese.com,pphosted.com
constellation.com,bgehome.com
constellation.com,outlook.com
cfindustries.com,pphosted.com
citizensbank.com,outlook.com
churchdwight.com,iphmx.com
chrobinson.com,iphmx.com
charter.com,chartercom.com
cigna.com,pphosted.com
cinfin.com,pphosted.com
colgate.com,mxrecord.io
thecloroxcompany.com,mkt5818.com
comerica.com,pphosted.com
comcast.com,pphosted.com
cmegroup.com,cmegroup.com
chipotle.com,pphosted.com
cummins.com,pphosted.com
cmsenergy.com,pphosted.com
centene.com,pphosted.com
centerpointenergy.com,outlook.com
capitalone.com,pphosted.com
coopercos.com,coopercos.com
conocophillips.com,outlook.com
costco.com,pphosted.com
campbellsoupcompany.com,outlook.com
copart.com,pphosted.com
camdenliving.com,outlook.com
criver.com,mimecast.com
salesforce.com,pphosted.com
cisco.com,cisco.com
costargroup.com,outlook.com
csx.com,outlook.com
cintas.com,pphosted.com
catalent.com,outlook.com
coterra.com,mimecast.com
cognizant.com,outlook.com
corteva.com,pphosted.com
cvshealth.com,mimecast.com
chevron.com,iphmx.com
caesars.com,pphosted.com
dominionenergy.com,pphosted.com
delta.com,pphosted.com
dupont.com,pphosted.com
deere.com,pphosted.com
discover.com,pphosted.com
dollargeneral.com,pphosted.com
questdiagnostics.com,messagelabs.com
drhorton.com,drhorton.com
danaher.com,pphosted.com
thewaltdisneycompany.com,disney.com
dish.com,mimecast.com
digitalrealty.com,pphosted.com
dollartree.com,pphosted.com
dovercorporation.com,outlook.com
dovercorporation.com,NA.NA
dow.com,outlook.com
dominos.com,pphosted.com
darden.com,pphosted.com
dteenergy.com,messagelabs.com
duke-energy.com,iphmx.com
davita.com,iphmx.com
dxc.com,messagelabs.com
dexcom.com,mimecast.com
ea.com,outlook.com
ecolab.com,pphosted.com
conedison.com,coned.com
conedison.com,conedison.com
equifax.com,google.com
elcompanies.com,pphosted.com
eastman.com,outlook.com
emerson.com,pphosted.com
enphase.com,pphosted.com
eogresources.com,outlook.com
epam.com,pphosted.com
equinix.com,pphosted.com
equityapartments.com,google.com
eqt.com,pphosted.com
eversource.com,pphosted.com
essexapartmenthomes.com,secureserver.net
essexapartmenthomes.com,mailgun.org
eaton.com,eaton.com
entergy.com,outlook.com
etsy.com,google.com
etsy.com,googlemail.com
evergy.com,pphosted.com
edwards.com,pphosted.com
exeloncorp.com,outlook.com
expeditors.com,outlook.com
expediagroup.com,expedia.com
extraspace.com,pphosted.com
ford.com,messagelabs.com
diamondbackenergy.com,mimecast.com
fastenal.com,pphosted.com
factset.com,factset.com
factset.com,pphosted.com
fedex.com,fedex.com
fedex.com,pphosted.com
firstenergycorp.com,iphmx.com
f5.com,iphmx.com
fisglobal.com,fireeyecloud.com
fiserv.com,pphosted.com
53.com,pphosted.com
fleetcor.com,iphmx.com
fmc.com,outlook.com
firstrepublic.com,pphosted.com
fortinet.com,fortinet.com
fortive.com,pphosted.com
gd.com,pphosted.com
ge.com,pphosted.com
nortonlifelock.com,outlook.com
gilead.com,pphosted.com
generalmills.com,generalmills.com
generalmills.com,outlook.com
torchmarkcorp.com,pphosted.com
corning.com,messagelabs.com
gm.com,gm.com
generac.com,outlook.com
abc.xyz,google.com
genpt.com,outlook.com
globalpayments.com,pphosted.com
garmin.com,pphosted.com
goldmansachs.com,pphosted.com
grainger.com,outlook.com
halliburton.com,outlook.com
hasbro.com,outlook.com
huntington.com,iphmx.com
hcahealthcare.com,medcity.net
homedepot.com,pphosted.com
hess.com,pphosted.com
thehartford.com,pphosted.com
hilton.com,outlook.com
hologic.com,pphosted.com
honeywell.com,outlook.com
hpe.com,pphosted.com
hp.com,mimecast.com
henryschein.com,pphosted.com
hosthotels.com,pphosted.com
thehersheycompany.com,outlook.com
humana.com,pphosted.com
howmet.com,howmet.com
ibm.com,pphosted.com
theice.com,iphmx.com
idexx.com,pphosted.com
idexcorp.com,pphosted.com
iff.com,pphosted.com
illumina.com,pphosted.com
incyte.com,pphosted.com
intel.com,intel.com
intuit.com,iphmx.com
invitationhomes.com,mimecast.com
interpublic.com,pphosted.com
iqvia.com,outlook.com
irco.com,outlook.com
ironmountain.com,google.com
intuitivesurgical.com,NA.
gartner.com,pphosted.com
itw.com,outlook.com
invesco.com,pphosted.com
jacobs.com,pphosted.com
jbhunt.com,pphosted.com
johnsoncontrols.com,outlook.com
jackhenry.com,jackhenry.com
jnj.com,iphmx.com
juniper.net,pphosted.com
kelloggcompany.com,hostedemail.com
key.com,keybank.com
keysight.com,pphosted.com
kraftheinzcompany.com,pphosted.com
kimcorealty.com,pphosted.com
kla-tencor.com,pphosted.com
kimberly-clark.com,pphosted.com
kindermorgan.com,iphmx.com
coca-colacompany.com,ko.com
loews.com,pphosted.com
leidos.com,gpphosted.com
lennar.com,pphosted.com
labcorp.com,pphosted.com
l3harris.com,l3harris.com
linde.com,outlook.com
lkqcorp.com,outlook.com
lilly.com,lilly.com
lfg.com,outlook.com
alliantenergy.com,pphosted.com
lowes.com,pphosted.com
lamresearch.com,outlook.com
centurylink.com,centurylink.com
southwest.com,wnco.com
sands.com,outlook.com
lambweston.com,mimecast.com
lyondellbasell.com,outlook.com
livenationentertainment.com,cscdns.net
mastercard.com,pphosted.com
maac.com,mimecast.com
marriott.com,marriott.com
masco.com,pphosted.com
mcdonalds.com,mcdonalds.com
microchip.com,iphmx.com
mckesson.com,pphosted.com
moodys.com,pphosted.com
mondelezinternational.com,cscdns.net
medtronic.com,pphosted.com
metlife.com,metlife.com
metlife.com,iphmx.com
facebook.com,facebook.com
mgmresorts.com,outlook.com
mohawkind.com,mimecast.com
mccormick.com,outlook.com
marketaxess.com,iphmx.com
martinmarietta.com,outlook.com
marshmclennan.com,pphosted.com
3m.com,iphmx.com
monsterbevcorp.com,monsterenergy.com
altria.com,pphosted.com
molinahealthcare.com,pphosted.com
mosaicco.com,outlook.com
marathonpetroleum.com,pphosted.com
monolithicpower.com,pphosted.com
merck.com,outlook.com
modernatx.com,mimecast.com
marathonoil.com,marathonoil.com
morganstanley.com,morganstanley.com
msci.com,outlook.com
microsoft.com,outlook.com
motorolasolutions.com,pphosted.com
mtb.com,pphosted.com
mtch.com,google.com
mt.com,iphmx.com
micron.com,pphosted.com
nasdaq.com,iphmx.com
nordson.com,mimecast.com
nexteraenergy.com,pphosted.com
newmont.com,pphosted.com
netflix.com,google.com
netflix.com,googlemail.com
nisource.com,pphosted.com
nike.com,pphosted.com
servicenow.com,mimecast.com
nrg.com,pphosted.com
nscorp.com,pphosted.com
netapp.com,iphmx.com
northerntrust.com,pphosted.com
nucor.com,outlook.com
nvidia.com,outlook.com
nvrinc.com,pphosted.com
newellbrands.com,cscdns.net
newscorp.com,pphosted.com
nxp.com,outlook.com
realtyincome.com,mimecast.com
odfl.com,mimecast.com
organon.com,outlook.com
oneok.com,pphosted.com
omnicomgroup.com,mimecast.com
onsemi.com,pphosted.com
oracle.com,pphosted.com
oreillyauto.com,pphosted.com
otis.com,pphosted.com
oxy.com,iphmx.com
paramount.com,pphosted.com
paycom.com,paycom.com
paychex.com,pphosted.com
paccar.com,outlook.com
healthpeak.com,mimecast.com
pseg.com,pphosted.com
pepsico.com,outlook.com
pfizer.com,pphosted.com
principal.com,pphosted.com
pg.com,pphosted.com
progressive.com,iphmx.com
parker.com,parker.com
parker.com,pphosted.com
pultegroupinc.com,psmtp.com
packagingcorp.com,mimecast.com
perkinelmer.com,outlook.com
prologis.com,mimecast.com
pmi.com,outlook.com
pnc.com,pphosted.com
pentair.com,pphosted.com
pinnaclewest.com,iphmx.com
poolcorp.com,scppool.com
ppg.com,pphosted.com
pplweb.com,pphosted.com
prudential.com,prudential.com
publicstorage.com,iphmx.com
ptc.com,outlook.com
quantaservices.com,outlook.com
pxd.com,mimecast.com
paypal.com,paypalcorp.com
qualcomm.com,pphosted.com
qorvo.com,pphosted.com
everestre.com,outlook.com
regencycenters.com,pphosted.com
regeneron.com,pphosted.com
regions.com,pphosted.com
roberthalf.com,mimecast.com
raymondjames.com,rjf.com
ralphlauren.com,outlook.com
resmed.com,pphosted.com
rockwellautomation.com,pphosted.com
rollins.com,outlook.com
ropertech.com,barracudanetworks.com
rossstores.com,rossstores.com
republicservices.com,pphosted.com
rtx.com,pphosted.com
sbasite.com,mimecast.com
signatureny.com,pphosted.com
starbucks.com,iphmx.com
schwab.com,schwab.com
solaredge.com,outlook.com
sealedair.com,outlook.com
sherwin-williams.com,sherwin.com
svb.com,pphosted.com
jmsmucker.com,outlook.com
slb.com,pphosted.com
snapon.com,pphosted.com
synopsys.com,pphosted.com
southerncompany.com,pphosted.com
simon.com,outlook.com
spglobal.com,spglobal.com
sempra.com,pphosted.com
steris.com,pphosted.com
statestreet.com,messagelabs.com
seagate.com,iphmx.com
cbrands.com,pphosted.com
stanleyblackanddecker.com,pphosted.com
skyworksinc.com,pphosted.com
synchrony.com,pphosted.com
stryker.com,outlook.com
sysco.com,pphosted.com
att.com,pphosted.com
molsoncoors.com,outlook.com
transdigm.com,office365.us
teledyne.com,teledyne.com
bio-techne.com,outlook.com
te.com,outlook.com
teradyne.com,pphosted.com
teradyne.com,NA.NA
truist.com,pphosted.com
teleflex.com,mimecast.com
target.com,pphosted.com
tjx.com,pphosted.com
thermofisher.com,pphosted.com
t-mobile.com,outlook.com
tapestry.com,pphosted.com
targaresources.com,trendmicro.com
trimble.com,google.com
trimble.com,googlemail.com
troweprice.com,pphosted.com
travelers.com,pphosted.com
tractorsupply.com,pphosted.com
tesla.com,outlook.com
tranetechnologies.com,pphosted.com
take2games.com,pphosted.com
ti.com,messagelabs.com
textron.com,outlook.com
tylertech.com,pphosted.com
united.com,pphosted.com
udr.com,pphosted.com
ulta.com,pphosted.com
unitedhealthgroup.com,corpmailsvcs.com
up.com,outlook.com
ups.com,pphosted.com
unitedrentals.com,iphmx.com
usbank.com,pphosted.com
visa.com,visa.com
vfc.com,outlook.com
viciproperties.com,dynedge.com
valero.com,pphosted.com
vulcanmaterials.com,vul.com
vno.com,mimecast.com
verisk.com,pphosted.com
verisign.com,verisign.com
vrtx.com,pphosted.com
ventasreit.com,ventasreit.com
viatris.com,pphosted.com
verizon.com,pphosted.com
wabteccorp.com,cscdns.net
waters.com,pphosted.com
walgreensbootsalliance.com,cscdns.net
wbd.com,pphosted.com
wbd.com,google.com
westerndigital.com,iphmx.com
wecenergygroup.com,outlook.com
wellsfargo.com,pphosted.com
whirlpoolcorp.com,googlemail.com
whirlpoolcorp.com,google.com
wm.com,pphosted.com
williams.com,pphosted.com
walmart.com,pphosted.com
berkley.com,pphosted.com
westrock.com,pphosted.com
westpharma.com,outlook.com
willistowerswatson.com,pphosted.com
weyerhaeuser.com,mimecast.com
wynnresorts.com,pphosted.com
xcelenergy.com,outlook.com
exxonmobil.com,exxonmobil.com
dentsplysirona.com,outlook.com
xylem.com,pphosted.com
yum.com,outlook.com
zimmerbiomet.com,pphosted.com
zebra.com,pphosted.com
zionsbank.com,pphosted.com
zoetis.com,pphosted.com
pingan.com.cn,pingan.com.cn
greatwall.com.cn,cecloud.com
chinaoct.com,chinaoct.com
chinaoct.com,icoremail.net
weichai.com,weichai.com
qq.com,qq.com
ynby.cn,icoremail.net
ynby.cn,ynby.cn
gujing.com.cn,gujing.com.cn
cn.gree.com,gree.com
cn.gree.com,icoremail.net
hengyi.com,qq.com
boe.com.cn,boe.com.cn
sina.com,sina.com.cn
newhope.cn,feishu.cn
126.com,netease.com
unis.cn,thunis.com
chnenergy.com.cn,shenhuagroup.com.cn
cmhk.com,cmhk.com
supor.com,supor.com
huafeng.com,qq.com
nbcb.cn,nbcb.cn
guide-infrared.com,qq.com
jasolar.com,netease.com
rong-sheng.com,qq.com
37.com,37.com
iprogilvy.com,pphosted.com
lingyiitech.com,lingyiitech.com
lomonbillions.com,qq.com
shengqugames.com,shengqugames.com
weixing.com.cn,biz-email.net
weixing.com.cn,corpsmtp.net
weixing.com.cn,corpsmtp.cn
cgnpc.com.cn,NA.NA
cgnpc.com.cn,cgnpc.com.cn
yeah.net,netease.com
myhexin.com,myhexin.com
ingenic.cn,ingenic.cn
sungrow.com,reflexion.net
mangocm.com,outlook.com
catlbattery.com,outlook.com
maxwell-gp.com.cn,spamgateway.cn
pharmaron-bj.com,pharmaron-bj.com
anker.com,google.com
anker.com,googlemail.com
anker.com,NA.NA
imeik.com,263xmail.com
winona.cn,263.net
cn.wilmar-intl.com,mimecast.com
sany.com.cn,sany.com.cn
chinaunicom.cn,chinaunicom.cn
sdic.com.cn,sdic.com.cn
sdic.com.cn,icoremail.net
saic.com.cn,saic.com.cn
chongqinggroup.cn,mimecast.com
csscholdings.com,csscholdings.com
sinopharm.com,icoremail.net
sinopharm.com,sinopharm.com
nanshan.com.cn,nanshan.com.cn
hengli.com,corp-email.cn
hengli.com,corpemail.net
hengli.com,corpsmtp.cn
hengli.com,corpsmtp.net
lonsen.com,yienter.com
lonsen.com,yi-enter.com
tongwei.com,tongwei.com
chinagoldgroup.com,qq.com
163.com,netease.com
eetop.com,biz-email.net
eetop.com,corpemail.net
eetop.com,corp-email.cn
ctg.com.cn,263.net
chinamobilehk.com,chinamobilehk.com
orientsec.com.cn,orientsec.com.cn
cmschina.com.cn,cmschina.com.cn
longigroup.com,corpsmtp.net
longigroup.com,corpsmtp.cn
longigroup.com,corpemail.net
longigroup.com,corp-email.cn
csc.com.cn,csc.com.cn
shenhua.cc,shenhuagroup.com.cn
hengli.net,netease.com
xincheng.com,corpemail.net
xincheng.com,corp-email.cn
xincheng.com,biz-email.net
gtjas.com,gtjas.com
shccig.com,shccig.com
picc.com.cn,picc.com.cn
htsc.com,htsc.com
vip.163.com,netease.com
petrochina.com.hk,netvigator.com
chint.com,chint.com
ctg.cn,ctg.cn
chinacoal.com,chinacoal.com
zijinmining.com,netease.com
cicc.com.cn,cicc.com.cn
haday.cn,haday.cn
ecovacs.com,corp-email.cn
ecovacs.com,corpemail.net
ecovacs.com,biz-email.net
amecnsh.com,amecnsh.com
africa.airtel.com,airtel.com
africa.airtel.com,pphosted.com
barclays.com,messagelabs.com
barrattplc.co.uk,pphosted.com
burberry.com,outlook.com
cchellenic.com,pphosted.com
compass-group.co.uk,compass-group.org.uk
compass-group.co.uk,outlook.com
convatec.com,outlook.com
gvc-plc.com,outlook.com
experian.com,pphosted.com
ihg.com,pphosted.com
impbrands.com,outlook.com
jdplc.com,trendmicro.eu
group.landg.com,messagelabs.com
Melroseplc.net,outlook.com
natwest.com,rbs.com
ocado.com,google.com
camarco.co.uk,mimecast.com
rb.com,mimecast.com
Rolls-Royce.com,iphmx.com
electrocomponents.com,mimecast.com
SEGRO.com,mimecast.com
dssmith.co.uk,outlook.com
uk.spiraxsarco.com,iphmx.com
severntrent.co.uk,outlook.com
tesco.com,pphosted.com
taylorwimpey.com,outlook.com
unitestudents.com,mimecast.com
uuplc.co.uk,pphosted.com
Vodafone.com,outlook.com
whitbread.com,pphosted.com
clp.com.hk,messagelabs.com
alibaba-inc.com,alibaba-inc.com
cre.com.hk,crc.com.cn
cre.com.hk,crc.com.hk
oocl.com,outlook.com
hkex.com.hk,hkex.com.hk
tti.com.hk,outlook.com
cohl.com,cohl.com
wsfg.hk,qq.com
cnooc.com.cn,cnooc.com.cn
hengan.com.hk,netvigator.com
cspc.hk,netvigator.com
crland.com.cn,crc.com.hk
crland.com.cn,crc.com.cn
AIA.COM,pphosted.com
xiaomi.com,xiaomi.com
chowtaifook.com,chowtaifook.com
anta.com.hk,outlook.com
shenzhougroup.com,shenzhougroup.com
mengniu.cn,corpsmtp.net
mengniu.cn,corpemail.net
mengniu.cn,corp-email.cn
mengniu.cn,corpsmtp.cn
li-ning.com.cn,li-ning.com.cn
enn.cn,enn.cn
JD.com,jd.com
service.netease.com,netease.com
covestro.com,mailmarshal.cloud
ch.abb.com,outlook.com
nl.abnamro.com,messagelabs.com
adp.fr,iphmx.com
adidas-Group.com,outlook.com
aegon.com,pphosted.com
zeiss.com,retarus.com
alstomgroup.com,outlook.com
se.atlascopco.com,outlook.com
metro.de,outlook.com
bayer.com,outlook.com
beiersdorf.com,outlook.com
bnpparibas.com,srv.bnpparibas
brenntag.de,pphosted.com
bollore.net,outlook.com
bureauveritas.com,pphosted.com
credit-agricole-sa.fr,credit-agricole.fr
carlsberg.com,mimecast.com
commerzbank.com,commerzbank.com
cfrinfo.net,pphosted.com
coloplast.com,outlook.com
conti.de,outlook.com
campari.com,outlook.com
UNICREDIT.EU,iphmx.com
covivio.fr,outlook.com
diasorin.it,google.com
diasorin.it,googlemail.com
telekom.de,telekom.de
deuwo.com,outlook.com
edp.pt,outlook.com
endesa.es,pphosted.com
electrolux.com,pphosted.com
siemens-energy.com,outlook.com
epiroc.com,outlook.com
eqtpartners.com,google.com
lfdj.com,outlook.com
fmc-ag.com,fresenius.de
fortum.com,outlook.com
fraport.de,outlook.com
henkel.com,outlook.com
husqvarnagroup.com,outlook.com
iberdrola.es.,trendmicro.eu
ica.se,outlook.com
jcdecaux.com,messagelabs.com
jeronimo-martins.com,mpssec.net
kingspan.ie,mimecast.com
kerry.ie,pphosted.com
leonardocompany.com,leonardocompany.com
legrand.com,outlook.com
leg.ag,NA.NA
leg.ag,immo-nrw.net
dlh.de,lhsystems.com
logitech.com,google.com
lundbergs.se,outlook.com
lanxess.com,outlook.com
lanxess.com,pphosted.com
mercedes-benz.com,daimler.com
MONCLER.COM,google.com
emdgroup.com,pphosted.com
nordea.com,outlook.com
nexi.it,cartasi.it
nexi.it,outlook.com
telefonica.com,outlook.com
loreal-finance.com,pphosted.com
orpea.net,orpea.net
lundin-energy.com,outlook.com
orsted.com,outlook.com
mpsa.com,mpsa.com
pandora.net,outlook.com
posteitaliane.it,outlook.com
safran.fr,safrangroup.com
gruposantander.com,iphmx.com
swisscom.com,swisscom.com
seb.se,seb.se
ch.sika.com,sika.com
swisslife.ch,swisslife.ch
socgen.com,socgen.com
snam.it,outlook.com
fiatspa.com,google.com
staff.telenet.be,telenetgroup.be
tryg.dk,mimecast.com
ubisoft.fr,outlook.com
eu.umicore.com,outlook.com
relations-investisseurs.com,ovh.net
volvo.com,outlook.com
wolterskluwer.com,outlook.com
nornik.ru,nornik.ru
lukoil.com,lukoil.com
magnit.ru,magnit.ru
ozon.ru,outlook.com
rusal.com,rusal.com
tatneft.net,tatneft.net
yandex-team.ru,yandex-team.ru
aa.com,pphosted.com
advance-auto.com,pphosted.com
archcapservices.com,mimecast.com
ADP.com,pphosted.com
allstate.com,pphosted.com
amat.com,pphosted.com
ampf.com,iphmx.com
activision.com,pphosted.com
aexp.com,pphosted.com
bbw.com,pphosted.com
franklintempleton.com,mimecast.com
b-f.com,google.com
bsci.com,iphmx.com
citi.com,citi.com
cat.com,cat.com
cbre.com,pphosted.com
CROWNCASTLE.COM,outlook.com
CDW.COM,pphosted.com
colpal.com,mxrecord.io
colpal.com,mxrecord.mx
clorox.com,pphosted.com
CenterpointEnergy.com,outlook.com
cooperco.com,pphosted.com
campbells.com,outlook.com
crl.com,mimecast.com
costar.com,outlook.com
QuestDiagnostics.com,messagelabs.com
dovercorp.com,outlook.com
ebay.com,iphmx.com
coned.com,outlook.com
edisonintl.com,pphosted.com
estee.com,pphosted.com
anthem.com,pphosted.com
eqrworld.com,pphosted.com
EQT.com,pphosted.com
expedia.com,expedia.com
healthcarerealty.com,barracudanetworks.com
fmi.com,pphosted.com
Factset.com,pphosted.com
Factset.com,factset.com
F5.com,iphmx.com
Firstrepublic.com,pphosted.com
federalrealty.com,outlook.com
Fortinet.com,fortinet.com
generaldynamics.com,pphosted.com
globalpay.com,pphosted.com
gs.com,pphosted.com
hcahealthcare-ir.com,medcity.net
hii-co.com,hii-nns.com
hormel.com,pphosted.com
intusurg.com,pphosted.com
jpmchase.com,messagelabs.com
kellogg.com,pphosted.com
kdrp.com,pphosted.com
keybank.com,keybank.com
kla.com,pphosted.com
kcc.com,pphosted.com
carmax.com,pphosted.com
coca-cola.com,pphosted.com
L3Harris.com,l3harris.com
lmco.com,lmco.com
LFG.com,outlook.com
AlliantEnergy.com,pphosted.com
lumen.com,centurylink.com
lyb.com,outlook.com
livenation.com,outlook.com
livenation.com,trendmicro.com
mascohq.com,pphosted.com
McKesson.com,pphosted.com
fb.com,pphosted.com
mmc.com,pphosted.com
3M.com,iphmx.com
pondel.com,gosecure.net
match.com,google.com
ngc.com,iphmx.com
newellco.com,mimecast.com
OmnicomGroup.com,mimecast.com
viacbs.com,pphosted.com
paycomonline.com,paycomonline.com
pge-corp.com,outlook.com
pultegroup.com,pphosted.com
p66.com,pphosted.com
ra.rockwell.com,pphosted.com
ros.com,ros.com
ros.com,pphosted.com
sherwin.com,sherwin.com
StateStreet.com,messagelabs.com
sbdinc.com,pphosted.com
syf.com,pphosted.com
tyson.com,pphosted.com
uhc.com,corpmailsvcs.com
ur.com,iphmx.com
vmcmail.com,googlemail.com
vmcmail.com,vmcmail.com
vmcmail.com,google.com
wabtec.com,pphosted.com
discovery.com,google.com
discovery.com,outlook.com
wdc.com,iphmx.com
whirlpool.com,googlemail.com
whirlpool.com,google.com
xyleminc.com,pphosted.com
zionsbancorp.com,pphosted.com
